urn,title,page_start,page_end,overlapp,digital_visning,comment,dhlabid,pages
URN:NBN:no-nb_digibok_2009040712005,Anelse,121,122,,,,dhlab_norn_poem_01394,
URN:NBN:no-nb_digibok_2009040712005,Uveirsaften,123,124,,,,dhlab_norn_poem_01395,
URN:NBN:no-nb_digibok_2009040712005,Skaal,125,125,,,,dhlab_norn_poem_01396,
URN:NBN:no-nb_digibok_2009040712005,De gode middages tid,126,127,,,,dhlab_norn_poem_01397,
URN:NBN:no-nb_digibok_2009040712005,Hjemme igen,128,129,,,"""Finale"" er titelen på gruppen av dikt som følger etter. S. 128–134",dhlab_norn_poem_01398,
URN:NBN:no-nb_digibok_2009040712005,Juninat,130,131,,,,dhlab_norn_poem_01399,
URN:NBN:no-nb_digibok_2009040712005,Resonans,132,133,,,,dhlab_norn_poem_01400,
URN:NBN:no-nb_digibok_2009040712005,Landskab,134,134,,,,dhlab_norn_poem_01401,
URN:NBN:no-nb_digibok_2020110907594,Innledningsvers,5,5,,,,dhlab_norn_poem_01402,
URN:NBN:no-nb_digibok_2020110907594,Minnehaha,6,8,,x,,dhlab_norn_poem_01403,
URN:NBN:no-nb_digibok_2020110907594,Sirenen og harpen,9,10,,,,dhlab_norn_poem_01404,
URN:NBN:no-nb_digibok_2020110907594,Kjærlighedens unge drøm,11,12,x,,,dhlab_norn_poem_01405,
URN:NBN:no-nb_digibok_2020110907594,Min tankes brud,12,13,x,,,dhlab_norn_poem_01406,
URN:NBN:no-nb_digibok_2020110907594,Kransen,13,15,x,,,dhlab_norn_poem_01407,
URN:NBN:no-nb_digibok_2020110907594,Vaartanker,15,16,x,,,dhlab_norn_poem_01408,
URN:NBN:no-nb_digibok_2020110907594,Hun vandt igjennem,16,17,x,,,dhlab_norn_poem_01409,
URN:NBN:no-nb_digibok_2020110907594,De beseirede,17,18,x,,,dhlab_norn_poem_01410,
URN:NBN:no-nb_digibok_2020110907594,Vaar i Norge,18,19,x,,,dhlab_norn_poem_01411,
URN:NBN:no-nb_digibok_2020110907594,Fred,19,20,x,,,dhlab_norn_poem_01412,
URN:NBN:no-nb_digibok_2020110907594,Til den yderste ø,20,21,x,,,dhlab_norn_poem_01413,
URN:NBN:no-nb_digibok_2020110907594,Snefald,21,22,x,,,dhlab_norn_poem_01414,
URN:NBN:no-nb_digibok_2020110907594,Den ensomme sanger,22,23,x,,,dhlab_norn_poem_01415,
URN:NBN:no-nb_digibok_2020110907594,Det sidste farvel,23,24,x,,,dhlab_norn_poem_01416,
URN:NBN:no-nb_digibok_2020110907594,Minder,24,25,x,,,dhlab_norn_poem_01417,
URN:NBN:no-nb_digibok_2020110907594,Navnløs,25,25,x,,,dhlab_norn_poem_01418,
URN:NBN:no-nb_digibok_2020110907594,Ideens krav,26,27,x,,,dhlab_norn_poem_01419,
URN:NBN:no-nb_digibok_2020110907594,Til en ung digters hustru,27,28,x,,,dhlab_norn_poem_01420,
URN:NBN:no-nb_digibok_2020110907594,I stormen,28,29,x,,,dhlab_norn_poem_01421,
URN:NBN:no-nb_digibok_2020110907594,Trontale,29,31,x,,,dhlab_norn_poem_01422,
URN:NBN:no-nb_digibok_2020110907594,Ruiner,31,33,x,,,dhlab_norn_poem_01423,
URN:NBN:no-nb_digibok_2006112300054,Bestemor,4,4,,,"NB. To samlinger i én. Fra s. 106: ""Lur-Laat. Visur og Stev samla av Olav Normann"".",dhlab_norn_poem_01424,
URN:NBN:no-nb_digibok_2006112300054,Bestefar,5,6,x,,,dhlab_norn_poem_01425,
URN:NBN:no-nb_digibok_2006112300054,Mor,6,8,x,,,dhlab_norn_poem_01426,
URN:NBN:no-nb_digibok_2006112300054,Far,9,10,x,,,dhlab_norn_poem_01427,
URN:NBN:no-nb_digibok_2006112300054,Torbjørg,10,11,x,,,dhlab_norn_poem_01428,
URN:NBN:no-nb_digibok_2006112300054,Heim-kjær,11,12,x,,,dhlab_norn_poem_01429,
URN:NBN:no-nb_digibok_2006112300054,Fødeheimen,12,12,x,,,dhlab_norn_poem_01430,
URN:NBN:no-nb_digibok_2006112300054,Minne-Vers,12,13,x,,,dhlab_norn_poem_01431,
URN:NBN:no-nb_digibok_2006112300054,Noreg,14,15,x,,,dhlab_norn_poem_01432,
URN:NBN:no-nb_digibok_2006112300054,Von,15,16,x,,,dhlab_norn_poem_01433,
URN:NBN:no-nb_digibok_2006112300054,Alpe-hornet,16,17,x,,,dhlab_norn_poem_01434,
URN:NBN:no-nb_digibok_2006112300054,Ungdomsreisingi,17,19,x,,,dhlab_norn_poem_01435,
URN:NBN:no-nb_digibok_2006112300054,Torgeir og Aashild,19,23,x,,,dhlab_norn_poem_01436,
URN:NBN:no-nb_digibok_2006112300054,Aashild Straand,23,25,x,,,dhlab_norn_poem_01437,
URN:NBN:no-nb_digibok_2006112300054,Dei spenner Belti,25,31,x,,,dhlab_norn_poem_01438,
URN:NBN:no-nb_digibok_2006112300054,Aashild syter,32,35,x,,,dhlab_norn_poem_01439,
URN:NBN:no-nb_digibok_2006112300054,Uppvokstren,35,37,x,,"""Bilæt-hoggaren"" er titelen på gruppen av dikt som følger etter. S. 35–46",dhlab_norn_poem_01440,
URN:NBN:no-nb_digibok_2006112300054,Hjaa snikkar-Meistaren,37,39,x,,,dhlab_norn_poem_01441,
URN:NBN:no-nb_digibok_2006112300054,Paa Skulen,39,40,x,,,dhlab_norn_poem_01442,
URN:NBN:no-nb_digibok_2006112300054,I Roma,40,46,x,,,dhlab_norn_poem_01443,
URN:NBN:no-nb_digibok_2006112300054,Guten unde kunnen,46,48,x,,"""Hallvor funnen"" er titelen på gruppen av dikt som følger etter. S. 46–61",dhlab_norn_poem_01444,
URN:NBN:no-nb_digibok_2006112300054,Hallvor aa Signe,48,50,x,,,dhlab_norn_poem_01445,
URN:NBN:no-nb_digibok_2006112300054,Hallvor vert jaga,50,52,x,,,dhlab_norn_poem_01446,
URN:NBN:no-nb_digibok_2006112300054,Hallvor uti Verdê,52,55,x,,,dhlab_norn_poem_01447,
URN:NBN:no-nb_digibok_2006112300054,Signe aa Sigurd aa Hallvor,55,58,x,,,dhlab_norn_poem_01448,
URN:NBN:no-nb_digibok_2006112300054,Hallvor gjeng i Tankar,59,60,x,,,dhlab_norn_poem_01449,
URN:NBN:no-nb_digibok_2006112300054,Slut,60,61,x,,,dhlab_norn_poem_01450,
URN:NBN:no-nb_digibok_2006112300054,Bjørguv Bakkjen,62,72,x,,,dhlab_norn_poem_01451,
URN:NBN:no-nb_digibok_2006112300054,Olav Glein,72,80,x,,,dhlab_norn_poem_01452,
URN:NBN:no-nb_digibok_2006112300054,Knut Trondson gjeng i Krig,80,83,x,,,dhlab_norn_poem_01453,
URN:NBN:no-nb_digibok_2006112300054,Knut Trondson kjæm fraa Langferd,83,84,x,,,dhlab_norn_poem_01454,
URN:NBN:no-nb_digibok_2006112300054,Havstad-Messa,85,87,x,,,dhlab_norn_poem_01455,
URN:NBN:no-nb_digibok_2006112300054,Lang-Aslak,87,89,x,,,dhlab_norn_poem_01456,
URN:NBN:no-nb_digibok_2006112300054,Kjering-Sonen,89,90,x,,,dhlab_norn_poem_01457,
URN:NBN:no-nb_digibok_2006112300054,Sorg,90,92,x,,,dhlab_norn_poem_01458,
URN:NBN:no-nb_digibok_2006112300054,Maat' eg ver mæ,93,94,x,,,dhlab_norn_poem_01459,
URN:NBN:no-nb_digibok_2006112300054,Ut i Vaaren,94,95,x,,,dhlab_norn_poem_01460,
URN:NBN:no-nb_digibok_2006112300054,Hjuring-lokk,95,96,x,,,dhlab_norn_poem_01461,
URN:NBN:no-nb_digibok_2006112300054,I Hjuring-Skog,96,97,x,,,dhlab_norn_poem_01462,
URN:NBN:no-nb_digibok_2006112300054,Paa Roan-fjell,97,98,x,,,dhlab_norn_poem_01463,
URN:NBN:no-nb_digibok_2006112300054,Hjartelag,98,99,x,,,dhlab_norn_poem_01464,
URN:NBN:no-nb_digibok_2006112300054,Fram,99,99,x,,,dhlab_norn_poem_01465,
URN:NBN:no-nb_digibok_2006112300054,Ein liten,100,101,x,,,dhlab_norn_poem_01466,
URN:NBN:no-nb_digibok_2006112300054,Ei Stjønne,101,102,x,,,dhlab_norn_poem_01467,
URN:NBN:no-nb_digibok_2006112300054,Samlings-Song,102,103,x,,,dhlab_norn_poem_01468,
URN:NBN:no-nb_digibok_2017060248006,Ved Beresina,10,22,,x,,dhlab_norn_poem_01469,
URN:NBN:no-nb_digibok_2017060248006,Babylon,23,30,,,,dhlab_norn_poem_01470,
URN:NBN:no-nb_digibok_2017060248006,Kunstnerens Lod,31,32,,,,dhlab_norn_poem_01471,
URN:NBN:no-nb_digibok_2017060248006,En Dæmon,33,36,,,,dhlab_norn_poem_01472,
URN:NBN:no-nb_digibok_2017060248006,Han og Hun,37,40,,,Replikker,dhlab_norn_poem_01473,
URN:NBN:no-nb_digibok_2017060248006,Glædens by,41,44,,,,dhlab_norn_poem_01474,
URN:NBN:no-nb_digibok_2017060248006,Roma,45,47,,,,dhlab_norn_poem_01475,
URN:NBN:no-nb_digibok_2017060248006,Vandreaar,48,51,,,,dhlab_norn_poem_01476,
URN:NBN:no-nb_digibok_2017060248006,Tropen,52,54,,,,dhlab_norn_poem_01477,
URN:NBN:no-nb_digibok_2017060248006,Vemod,55,56,,,,dhlab_norn_poem_01478,
URN:NBN:no-nb_digibok_2017060248006,Baccanal,57,58,,,,dhlab_norn_poem_01479,
URN:NBN:no-nb_digibok_2017060248006,Pestum,59,61,,,,dhlab_norn_poem_01480,
URN:NBN:no-nb_digibok_2017060248006,Bag Kolstermuren,62,64,,,,dhlab_norn_poem_01481,
URN:NBN:no-nb_digibok_2017060248006,Tyngsel,65,66,,,,dhlab_norn_poem_01482,
URN:NBN:no-nb_digibok_2017060248006,Nero,67,74,,,,dhlab_norn_poem_01483,
URN:NBN:no-nb_digibok_2017060248006,Nimrod,75,76,,,,dhlab_norn_poem_01484,
URN:NBN:no-nb_digibok_2017060248006,Jevndøgnene,77,80,,,,dhlab_norn_poem_01485,
URN:NBN:no-nb_digibok_2017060248006,Istid,81,83,,,,dhlab_norn_poem_01486,
URN:NBN:no-nb_digibok_2017060248006,Fjeldets Saga,84,88,,,,dhlab_norn_poem_01487,
URN:NBN:no-nb_digibok_2017060248006,Høst,89,90,,,,dhlab_norn_poem_01488,
URN:NBN:no-nb_digibok_2017060248006,Vingeslag,91,92,,,,dhlab_norn_poem_01489,
URN:NBN:no-nb_digibok_2017060248006,Monte Carlo,93,96,,,,dhlab_norn_poem_01490,
URN:NBN:no-nb_digibok_2017060248006,Livsbrand,97,99,,,,dhlab_norn_poem_01491,
URN:NBN:no-nb_digibok_2017060248006,Spanierinden,100,102,,,,dhlab_norn_poem_01492,
URN:NBN:no-nb_digibok_2017060248006,Gunipeipos,103,104,,,,dhlab_norn_poem_01493,
URN:NBN:no-nb_digibok_2017060248006,"Af ""Sebastiano di Riccardi""",105,107,,,,dhlab_norn_poem_01494,
URN:NBN:no-nb_digibok_2017060248006,"Af ""Grublerens Vanvidstanker""",108,110,,,,dhlab_norn_poem_01495,
URN:NBN:no-nb_digibok_2017060248006,Kong Arco,111,113,,,,dhlab_norn_poem_01496,
URN:NBN:no-nb_digibok_2017060248006,Høisang,114,117,,,,dhlab_norn_poem_01497,
URN:NBN:no-nb_digibok_2017060248006,Mørke Timer,118,119,,,,dhlab_norn_poem_01498,
URN:NBN:no-nb_digibok_2017060248006,Graaveir,120,121,,,,dhlab_norn_poem_01499,
URN:NBN:no-nb_digibok_2017060248006,Nattemesse,122,124,,,,dhlab_norn_poem_01500,
URN:NBN:no-nb_digibok_2017060248006,Taarer,125,126,,,,dhlab_norn_poem_01501,
URN:NBN:no-nb_digibok_2017060248006,Brustne Toner,127,130,,,,dhlab_norn_poem_01502,
URN:NBN:no-nb_digibok_2017060248006,Juleaften,131,132,,,,dhlab_norn_poem_01503,
URN:NBN:no-nb_digibok_2017060248006,Middelalder,133,134,,,,dhlab_norn_poem_01504,
URN:NBN:no-nb_digibok_2017060248006,Nattehimmel,135,136,,,,dhlab_norn_poem_01505,
URN:NBN:no-nb_digibok_2017060248006,I Bur,137,138,,,,dhlab_norn_poem_01506,
URN:NBN:no-nb_digibok_2017060248006,"Du Smed, du hamrer –",139,140,,,,dhlab_norn_poem_01507,
URN:NBN:no-nb_digibok_2017060248006,Tankesprog,141,145,,,,dhlab_norn_poem_01508,
URN:NBN:no-nb_digibok_2009040303003,Introduction,12,12,,x,,dhlab_norn_poem_01509,
URN:NBN:no-nb_digibok_2009040303003,Et Attentat,13,14,,,,dhlab_norn_poem_01510,
URN:NBN:no-nb_digibok_2009040303003,"""Kan du længes?""",15,16,,,Oversatt til engelsk. s. 126-127,dhlab_norn_poem_01511,
URN:NBN:no-nb_digibok_2009040303003,Samvittighedsnag,17,18,,,,dhlab_norn_poem_01512,
URN:NBN:no-nb_digibok_2009040303003,"""Har du Raad?""",19,20,,,,dhlab_norn_poem_01513,
URN:NBN:no-nb_digibok_2009040303003,Søvnløs,21,22,,,,dhlab_norn_poem_01514,
URN:NBN:no-nb_digibok_2009040303003,Til Døden!,23,24,,,,dhlab_norn_poem_01515,
URN:NBN:no-nb_digibok_2009040303003,I Kirken,25,26,,,,dhlab_norn_poem_01516,
URN:NBN:no-nb_digibok_2009040303003,Bøn og Hengivelse,27,29,,,,dhlab_norn_poem_01517,
URN:NBN:no-nb_digibok_2009040303003,"""Man siger –""",30,31,,,Oversatt til engelsk. s. 136-137,dhlab_norn_poem_01518,
URN:NBN:no-nb_digibok_2009040303003,Elisabeth,32,34,,,,dhlab_norn_poem_01519,
URN:NBN:no-nb_digibok_2009040303003,"""Lad din Tanke –""",35,35,,,Oversatt til engelsk. s. 130,dhlab_norn_poem_01520,
URN:NBN:no-nb_digibok_2009040303003,Stevnemødet,36,39,,,,dhlab_norn_poem_01521,
URN:NBN:no-nb_digibok_2009040303003,Nattemusikantere,40,40,,,,dhlab_norn_poem_01522,
URN:NBN:no-nb_digibok_2009040303003,Judith,41,41,,,,dhlab_norn_poem_01523,
URN:NBN:no-nb_digibok_2009040303003,Ensom,42,43,,,,dhlab_norn_poem_01524,
URN:NBN:no-nb_digibok_2009040303003,Paaske-aften i Bergens katholske Kirke,44,48,,,,dhlab_norn_poem_01525,
URN:NBN:no-nb_digibok_2009040303003,Salme,49,50,,,Oversatt til engelsk. s. 128-129,dhlab_norn_poem_01526,
URN:NBN:no-nb_digibok_2009040303003,Ageren ,51,52,,,,dhlab_norn_poem_01527,
URN:NBN:no-nb_digibok_2009040303003,Opad!,53,53,,,,dhlab_norn_poem_01528,
URN:NBN:no-nb_digibok_2009040303003,Den Trætte,54,55,,,,dhlab_norn_poem_01529,
URN:NBN:no-nb_digibok_2009040303003,Mod – og med!,56,58,,,,dhlab_norn_poem_01530,
URN:NBN:no-nb_digibok_2009040303003,"""Kjender du –?""",59,60,,,Oversatt til engelsk. s. 133-134,dhlab_norn_poem_01531,
URN:NBN:no-nb_digibok_2009040303003,Afmagt,61,61,,,,dhlab_norn_poem_01532,
URN:NBN:no-nb_digibok_2009040303003,Forbitrelse,62,63,,,,dhlab_norn_poem_01533,
URN:NBN:no-nb_digibok_2009040303003,Udbrud!,64,65,,,,dhlab_norn_poem_01534,
URN:NBN:no-nb_digibok_2009040303003,Drankeren,66,67,,,,dhlab_norn_poem_01535,
URN:NBN:no-nb_digibok_2009040303003,Kilden,68,69,,,,dhlab_norn_poem_01536,
URN:NBN:no-nb_digibok_2009040303003,En gammel Historie,70,74,,,,dhlab_norn_poem_01537,
URN:NBN:no-nb_digibok_2009040303003,Poesiens fugl,75,77,,,,dhlab_norn_poem_01538,
URN:NBN:no-nb_digibok_2009040303003,Hvad en Mor er,78,80,,,,dhlab_norn_poem_01539,
URN:NBN:no-nb_digibok_2009040303003,Gamle Anne,81,82,,,Oversatt til engelsk. s. 131-132,dhlab_norn_poem_01540,
URN:NBN:no-nb_digibok_2009040303003,En Fugl,83,83,,,Oversatt til engelsk. s. 135,dhlab_norn_poem_01541,
URN:NBN:no-nb_digibok_2009040303003,Mit skjønneste Digt,84,85,,,,dhlab_norn_poem_01542,
URN:NBN:no-nb_digibok_2009040303003,En af tre!,86,93,,,,dhlab_norn_poem_01543,
URN:NBN:no-nb_digibok_2009040303003,Min Aftenvandring,94,95,,,,dhlab_norn_poem_01544,
URN:NBN:no-nb_digibok_2009040303003,Skoven,96,101,,,,dhlab_norn_poem_01545,
URN:NBN:no-nb_digibok_2009040303003,Dyret og Mennesket. En legende.,102,106,,,,dhlab_norn_poem_01546,
URN:NBN:no-nb_digibok_2009040303003,I Skumringen,107,109,,,,dhlab_norn_poem_01547,
URN:NBN:no-nb_digibok_2009040303003,Slør og Vinge,110,111,,,,dhlab_norn_poem_01548,
URN:NBN:no-nb_digibok_2009040303003,En Blomst,112,113,,,,dhlab_norn_poem_01549,
URN:NBN:no-nb_digibok_2009040303003,I de visne Blomsters Have,114,115,,,,dhlab_norn_poem_01550,
URN:NBN:no-nb_digibok_2009040303003,Skrig,116,117,,,,dhlab_norn_poem_01551,
URN:NBN:no-nb_digibok_2009040303003,Forraadt,118,118,,,,dhlab_norn_poem_01552,
URN:NBN:no-nb_digibok_2009040303003,Skovens Kjæmpe,119,119,,,,dhlab_norn_poem_01553,
URN:NBN:no-nb_digibok_2009040303003,Indtil hun saa –,120,122,,,,dhlab_norn_poem_01554,
URN:NBN:no-nb_digibok_2008040300013,Herre tal,8,8,,,,dhlab_norn_poem_01555,
URN:NBN:no-nb_digibok_2008040300013,Fela,9,10,,,,dhlab_norn_poem_01556,
URN:NBN:no-nb_digibok_2008040300013,Lomen,11,12,,,,dhlab_norn_poem_01557,
URN:NBN:no-nb_digibok_2008040300013,Dauden,13,14,,,,dhlab_norn_poem_01558,
URN:NBN:no-nb_digibok_2008040300013,Utferd og heimferd,15,16,,,,dhlab_norn_poem_01559,
URN:NBN:no-nb_digibok_2008040300013,Krossen,17,18,,,,dhlab_norn_poem_01560,
URN:NBN:no-nb_digibok_2008040300013,Baaten,19,20,,,,dhlab_norn_poem_01561,
URN:NBN:no-nb_digibok_2008040300013,Sukk,21,22,,,,dhlab_norn_poem_01562,
URN:NBN:no-nb_digibok_2008040300013,Eg hev meg ei hytta –,23,23,,,,dhlab_norn_poem_01563,
URN:NBN:no-nb_digibok_2008040300013,Ivar Aasen,24,25,,,,dhlab_norn_poem_01564,
URN:NBN:no-nb_digibok_2008040300013,Ei dronning,26,27,,,,dhlab_norn_poem_01565,
URN:NBN:no-nb_digibok_2008040300013,Ved solarfall,28,29,,,,dhlab_norn_poem_01566,
URN:NBN:no-nb_digibok_2008040300013,Ryslyngen,30,30,,,,dhlab_norn_poem_01567,
URN:NBN:no-nb_digibok_2008040300013,Heimlengt,31,32,,,,dhlab_norn_poem_01568,
URN:NBN:no-nb_digibok_2008040300013,Introduksjonsdikt til del 2: Vaarvisor,34,34,,,,dhlab_norn_poem_01569,
URN:NBN:no-nb_digibok_2008040300013,Vaar,36,37,,,,dhlab_norn_poem_01570,
URN:NBN:no-nb_digibok_2008040300013,Soldag,38,39,,,,dhlab_norn_poem_01571,
URN:NBN:no-nb_digibok_2008040300013,Morgon,40,41,,,,dhlab_norn_poem_01572,
URN:NBN:no-nb_digibok_2008040300013,Sumarnatt,42,47,,,,dhlab_norn_poem_01573,
URN:NBN:no-nb_digibok_2008040300013,Syng um henne,48,49,,,,dhlab_norn_poem_01574,
URN:NBN:no-nb_digibok_2008040300013,Kyss,50,51,,,,dhlab_norn_poem_01575,
URN:NBN:no-nb_digibok_2008040300013,Sorg,52,53,,,,dhlab_norn_poem_01576,
URN:NBN:no-nb_digibok_2008040300013,Kveld,54,55,,,,dhlab_norn_poem_01577,
URN:NBN:no-nb_digibok_2008040300013,Bøn,56,56,,,,dhlab_norn_poem_01578,
URN:NBN:no-nb_digibok_2008040300013,Stjernenatt,57,58,,,,dhlab_norn_poem_01579,
URN:NBN:no-nb_digibok_2009051812005,Præludium,12,13,,,,dhlab_norn_poem_01580,
URN:NBN:no-nb_digibok_2009051812005,Aa jeg mindes dig,14,15,,,"Dikt i to deler. Del 1: 14, del 2: 15",dhlab_norn_poem_01581,
URN:NBN:no-nb_digibok_2009051812005,Nu gaar jeg her ribbet –,16,16,,,,dhlab_norn_poem_01582,
URN:NBN:no-nb_digibok_2009051812005,Skumring,17,18,,,,dhlab_norn_poem_01583,
URN:NBN:no-nb_digibok_2009051812005,Og jeg gaar her,19,19,x,,,dhlab_norn_poem_01584,
URN:NBN:no-nb_digibok_2009051812005,Forglemmigei,19,19,x,,,dhlab_norn_poem_01585,
URN:NBN:no-nb_digibok_2009051812005,Jeg gaar,20,20,,,,dhlab_norn_poem_01586,
URN:NBN:no-nb_digibok_2009051812005,Nu lukker sig de hvide blomster,21,21,x,,,dhlab_norn_poem_01587,
URN:NBN:no-nb_digibok_2009051812005,Jeg vil værne,21,21,x,,,dhlab_norn_poem_01588,
URN:NBN:no-nb_digibok_2009051812005,Dagen drukner,22,23,x,,,dhlab_norn_poem_01589,
URN:NBN:no-nb_digibok_2009051812005,Efter mødet,23,24,x,,,dhlab_norn_poem_01590,
URN:NBN:no-nb_digibok_2009051812005,Jeg vanker,24,25,x,,,dhlab_norn_poem_01591,
URN:NBN:no-nb_digibok_2009051812005,Sommernat,25,27,x,,,dhlab_norn_poem_01592,
URN:NBN:no-nb_digibok_2009051812005,Jeg skriver ei vers,28,29,x,,,dhlab_norn_poem_01593,
URN:NBN:no-nb_digibok_2009051812005,Kongesang,29,30,x,,,dhlab_norn_poem_01594,
URN:NBN:no-nb_digibok_2009051812005,Storm,30,32,x,,,dhlab_norn_poem_01595,
URN:NBN:no-nb_digibok_2009051812005,Nat,32,34,x,,,dhlab_norn_poem_01596,
URN:NBN:no-nb_digibok_2009051812005,I mulm,34,36,x,,,dhlab_norn_poem_01597,
URN:NBN:no-nb_digibok_2009051812005,Men atter,36,36,x,,,dhlab_norn_poem_01598,
URN:NBN:no-nb_digibok_2009051812005,Vinternat,37,38,,,,dhlab_norn_poem_01599,
URN:NBN:no-nb_digibok_2009051812005,Sne,39,39,,,,dhlab_norn_poem_01600,
URN:NBN:no-nb_digibok_2009051812005,Længsel,40,40,x,,,dhlab_norn_poem_01601,
URN:NBN:no-nb_digibok_2009051812005,Høit paa en fjeldknat,40,41,x,,,dhlab_norn_poem_01602,
URN:NBN:no-nb_digibok_2009051812005,Morgengry,42,43,,,"Dikt i tre deler. Del 1: 42, del 2: 42-43, del 3: 43",dhlab_norn_poem_01603,
URN:NBN:no-nb_digibok_2009051812005,En bitte liden gjerning,44,44,,,,dhlab_norn_poem_01604,
URN:NBN:no-nb_digibok_2009051812005,Til en ven,45,45,,,,dhlab_norn_poem_01605,
URN:NBN:no-nb_digibok_2009051812005,Blaa himmel,46,47,,,,dhlab_norn_poem_01606,
URN:NBN:no-nb_digibok_2009051812005,Haust,50,51,x,,"Del II. fra side 48. ""Norske dikt""",dhlab_norn_poem_01607,
URN:NBN:no-nb_digibok_2009051812005,Kveldsbøn,51,52,x,,,dhlab_norn_poem_01608,
URN:NBN:no-nb_digibok_2009051812005,Skog,52,53,x,,,dhlab_norn_poem_01609,
URN:NBN:no-nb_digibok_2009051812005,Dag,54,55,x,,,dhlab_norn_poem_01610,
URN:NBN:no-nb_digibok_2009051812005,Liv,55,56,x,,,dhlab_norn_poem_01611,
URN:NBN:no-nb_digibok_2009051812005,Ljos,56,57,x,,,dhlab_norn_poem_01612,
URN:NBN:no-nb_digibok_2009051812005,"Aa nei, aa nei!",57,58,x,,,dhlab_norn_poem_01613,
URN:NBN:no-nb_digibok_2009051812005,Drøymande møy,58,59,x,,,dhlab_norn_poem_01614,
URN:NBN:no-nb_digibok_2009051812005,Mi døyande viv,60,61,x,,,dhlab_norn_poem_01615,
URN:NBN:no-nb_digibok_2009051812005,Paa kyrkjegar,61,62,x,,,dhlab_norn_poem_01616,
URN:NBN:no-nb_digibok_2009051812005,Juninatt,62,63,x,,,dhlab_norn_poem_01617,
URN:NBN:no-nb_digibok_2009051812005,Hald ut!,63,64,x,,,dhlab_norn_poem_01618,
URN:NBN:no-nb_digibok_2006081600051,Maaneljos,8,11,,,Jeg er usikker på hvor mange av tekstene her som kvalifiserer som dikt.,dhlab_norn_poem_01619,
URN:NBN:no-nb_digibok_2006081600051,Uro,12,13,,,,dhlab_norn_poem_01620,
URN:NBN:no-nb_digibok_2006081600051,Kven æ du?,14,14,,,,dhlab_norn_poem_01621,
URN:NBN:no-nb_digibok_2006081600051,Dæ ropar eit maal,15,16,,,,dhlab_norn_poem_01622,
URN:NBN:no-nb_digibok_2006081600051,Vaar,17,19,,,,dhlab_norn_poem_01623,
URN:NBN:no-nb_digibok_2006081600051,Baanehender,20,21,,,,dhlab_norn_poem_01624,
URN:NBN:no-nb_digibok_2006081600051,Ei go tiend,22,28,,,Fotn. ,dhlab_norn_poem_01625,
URN:NBN:no-nb_digibok_2006081600051,Mannaord,29,32,,,,dhlab_norn_poem_01626,
URN:NBN:no-nb_digibok_2006081600051,Livsens leik,33,35,,,Fotn.,dhlab_norn_poem_01627,
URN:NBN:no-nb_digibok_2006081600051,Høgt leite,36,41,,,,dhlab_norn_poem_01628,
URN:NBN:no-nb_digibok_2006081600051,Uten titel,44,44,,,,dhlab_norn_poem_01629,
URN:NBN:no-nb_digibok_2006081600051,Uten titel,45,45,,,,dhlab_norn_poem_01630,
URN:NBN:no-nb_digibok_2006081600051,Utferd,46,52,,,,dhlab_norn_poem_01631,
URN:NBN:no-nb_digibok_2006081600051,Mannavyrdna,53,57,,,,dhlab_norn_poem_01632,
URN:NBN:no-nb_digibok_2006081600051,Tirande glør,58,63,,,,dhlab_norn_poem_01633,
URN:NBN:no-nb_digibok_2006081600051,Fivreld,64,66,,,,dhlab_norn_poem_01634,
URN:NBN:no-nb_digibok_2006081600051,Ein liten ting,67,68,,,,dhlab_norn_poem_01635,
URN:NBN:no-nb_digibok_2006081600051,Liv aa sæle,69,71,,,,dhlab_norn_poem_01636,
URN:NBN:no-nb_digibok_2006081600051,Vitjing,72,73,,,,dhlab_norn_poem_01637,
URN:NBN:no-nb_digibok_2006081600051,Got aa fagert,74,75,,,fotn.,dhlab_norn_poem_01638,
URN:NBN:no-nb_digibok_2006081600051,Glitretindar,76,77,,,,dhlab_norn_poem_01639,
URN:NBN:no-nb_digibok_2006081600051,Eg tenkte,78,79,,,,dhlab_norn_poem_01640,
URN:NBN:no-nb_digibok_2006081600051,Fela,80,82,,,,dhlab_norn_poem_01641,
URN:NBN:no-nb_digibok_2006081600051,Husk,83,85,,,,dhlab_norn_poem_01642,
URN:NBN:no-nb_digibok_2006081600051,Kattejerd,86,87,,,,dhlab_norn_poem_01643,
URN:NBN:no-nb_digibok_2006081600051,Eld aa vatn,88,89,,,,dhlab_norn_poem_01644,
URN:NBN:no-nb_digibok_2006081600051,Hardmaal,90,91,,,,dhlab_norn_poem_01645,
URN:NBN:no-nb_digibok_2006081600051,Attersyn,92,94,,,,dhlab_norn_poem_01646,
URN:NBN:no-nb_digibok_2006081600051,Dvergmaal?,98,98,,,,dhlab_norn_poem_01647,
URN:NBN:no-nb_digibok_2006081600051,Ovjegn,99,100,,,,dhlab_norn_poem_01648,
URN:NBN:no-nb_digibok_2006081600051,Dæ blanke auga,101,103,,,,dhlab_norn_poem_01649,
URN:NBN:no-nb_digibok_2006081600051,Bøn,104,105,,,,dhlab_norn_poem_01650,
URN:NBN:no-nb_digibok_2006081600051,Gidn,106,106,,,,dhlab_norn_poem_01651,
URN:NBN:no-nb_digibok_2006081600051,Hildr,107,109,,,,dhlab_norn_poem_01652,
URN:NBN:no-nb_digibok_2006081600051,Stig fram,110,111,,,,dhlab_norn_poem_01653,
