urn,title,page_start,page_end,overlapp,digital_visning,comment,dhlabid,pages
URN:NBN:no-nb_digibok_2016051048054,Til pastor Thomas Barth,169,169,,,,dhlab_norn_poem_00258,
URN:NBN:no-nb_digibok_2016051048054,Til en handelsmand,170,170,x,,,dhlab_norn_poem_00259,
URN:NBN:no-nb_digibok_2016051048054,Til storthingsmand Elling Wold,170,171,x,,,dhlab_norn_poem_00260,
URN:NBN:no-nb_digibok_2016051048054,Farvel til Ole Brager,172,173,x,,,dhlab_norn_poem_00261,
URN:NBN:no-nb_digibok_2016051048054,Til en lærer,173,173,x,,,dhlab_norn_poem_00262,
URN:NBN:no-nb_digibok_2016051048054,Til et bibelbud,174,174,x,,,dhlab_norn_poem_00263,
URN:NBN:no-nb_digibok_2016051048054,En hilsen til Amerika,174,175,x,,,dhlab_norn_poem_00264,
URN:NBN:no-nb_digibok_2016051048054,Den største heltedaad,175,176,x,,,dhlab_norn_poem_00265,
URN:NBN:no-nb_digibok_2016051048054,Sanatoriet Tonsaasen,176,177,x,,,dhlab_norn_poem_00266,
URN:NBN:no-nb_digibok_2016051048054,Vennehilsen,177,178,x,,,dhlab_norn_poem_00267,
URN:NBN:no-nb_digibok_2016051048054,Til en broder,178,179,x,,,dhlab_norn_poem_00268,
URN:NBN:no-nb_digibok_2016051048054,To slags frihed,179,180,x,,,dhlab_norn_poem_00269,
URN:NBN:no-nb_digibok_2016051048054,Syttendemai-sang,180,182,x,,,dhlab_norn_poem_00270,
URN:NBN:no-nb_digibok_2016051048054,En haardnakket kamp,182,184,x,,,dhlab_norn_poem_00271,
URN:NBN:no-nb_digibok_2016051048054,Barndomshjemmet,184,185,x,,,dhlab_norn_poem_00272,
URN:NBN:no-nb_digibok_2016051048054,En moderhilsen til Amerika,185,186,x,,,dhlab_norn_poem_00273,
URN:NBN:no-nb_digibok_2016051048054,Staa fast,186,187,x,,,dhlab_norn_poem_00274,
URN:NBN:no-nb_digibok_2016051048054,Fællesmødet i Land,187,187,x,,,dhlab_norn_poem_00275,
URN:NBN:no-nb_digibok_2016051048054,Gaa du,188,189,x,,,dhlab_norn_poem_00276,
URN:NBN:no-nb_digibok_2016051048054,Ser du det?,189,190,x,,,dhlab_norn_poem_00277,
URN:NBN:no-nb_digibok_2016051048054,Graverens syn,190,190,x,,,dhlab_norn_poem_00278,
URN:NBN:no-nb_digibok_2016051048054,Hvad vil Børnehjemmene?,191,192,x,,,dhlab_norn_poem_00279,
URN:NBN:no-nb_digibok_2016051048054,En hilsen til Amerika,192,193,x,,,dhlab_norn_poem_00280,
URN:NBN:no-nb_digibok_2016051048054,Til den rige,193,194,x,,,dhlab_norn_poem_00281,
URN:NBN:no-nb_digibok_2016051048054,En hilsen til kjendte,194,195,x,,,dhlab_norn_poem_00282,
URN:NBN:no-nb_digibok_2016051048054,Til en vantroende digter,195,196,x,,,dhlab_norn_poem_00283,
URN:NBN:no-nb_digibok_2016051048054,Indskrift paa et gravminde,196,196,x,,,dhlab_norn_poem_00284,
URN:NBN:no-nb_digibok_2016051048054,Paa et andet gravminde,196,196,x,,,dhlab_norn_poem_00285,
URN:NBN:no-nb_digibok_2016051048054,Faderen til sine børn,197,197,x,,,dhlab_norn_poem_00286,
URN:NBN:no-nb_digibok_2016051048054,Til lærer O Erlandsen,197,198,x,,,dhlab_norn_poem_00287,
URN:NBN:no-nb_digibok_2016051048054,Jeg vil ud!,198,198,x,,,dhlab_norn_poem_00288,
URN:NBN:no-nb_digibok_2016051048054,Skaldens toner,199,199,x,,,dhlab_norn_poem_00289,
URN:NBN:no-nb_digibok_2016051048054,"Nei ikke penge, hvor der ikke er brød",199,200,x,,,dhlab_norn_poem_00290,
URN:NBN:no-nb_digibok_2016051048054,Den rige mand,200,201,x,,,dhlab_norn_poem_00291,
URN:NBN:no-nb_digibok_2016051048054,Elias's himmelfart,201,202,x,,,dhlab_norn_poem_00292,
URN:NBN:no-nb_digibok_2016051048054,Giv mig vinge,202,202,x,,,dhlab_norn_poem_00293,
URN:NBN:no-nb_digibok_2016051048054,En forfærdelig stemme,202,204,x,,,dhlab_norn_poem_00294,
URN:NBN:no-nb_digibok_2016051048054,Sjælens længsel,204,205,x,,,dhlab_norn_poem_00295,
URN:NBN:no-nb_digibok_2016051048054,Hjemlængsel,205,206,x,,,dhlab_norn_poem_00296,
URN:NBN:no-nb_digibok_2016051048054,Hvad skal jeg?,206,206,x,,,dhlab_norn_poem_00297,
URN:NBN:no-nb_digibok_2016051048054,Sanatoriet Breidablik,206,208,x,,,dhlab_norn_poem_00298,
URN:NBN:no-nb_digibok_2016051048054,Sankt Olafs kilde,208,209,x,,,dhlab_norn_poem_00299,
URN:NBN:no-nb_digibok_2016051048054,Et forfærdeligt syn,209,209,x,,,dhlab_norn_poem_00300,
URN:NBN:no-nb_digibok_2016051048054,Til Renlids kirke,210,211,x,,,dhlab_norn_poem_00301,
URN:NBN:no-nb_digibok_2016051048054,Hvad spørges der om paa dommedag?,211,211,x,,,dhlab_norn_poem_00302,
URN:NBN:no-nb_digibok_2016051048054,En rose,212,212,x,,,dhlab_norn_poem_00303,
URN:NBN:no-nb_digibok_2016051048054,Prinsesse Eugenies smykker,212,213,x,,,dhlab_norn_poem_00304,
URN:NBN:no-nb_digibok_2016051048054,En hilsen til Jukam,214,214,x,,,dhlab_norn_poem_00305,
URN:NBN:no-nb_digibok_2016051048054,Til den norske bonde,215,216,x,,,dhlab_norn_poem_00306,
URN:NBN:no-nb_digibok_2016051048054,Vuggesang,217,217,,,,dhlab_norn_poem_00307,
URN:NBN:no-nb_digibok_2016051048054,Til min søn Olaf paa hans daabsdag den 11te juni 1883,218,219,x,,,dhlab_norn_poem_00308,
URN:NBN:no-nb_digibok_2016051048054,Atter til min søn Olaf,219,220,x,,,dhlab_norn_poem_00309,
URN:NBN:no-nb_digibok_2016051048054,Til min søn Georg Ansgar paa hans daabsdag den 11te marts 1888,220,221,x,,,dhlab_norn_poem_00310,
URN:NBN:no-nb_digibok_2016051048054,Til Mathias Hagene paa hans daabsdag den 3die juli 1888,221,222,x,,,dhlab_norn_poem_00311,
URN:NBN:no-nb_digibok_2016051048054,Til Georg K Bøen paa hans daabsdag,222,223,x,,,dhlab_norn_poem_00312,
URN:NBN:no-nb_digibok_2016051048054,Til min datter Sigrid paa hendes attenaarige fødselsdag den 10de december 1888,224,225,x,,,dhlab_norn_poem_00313,
URN:NBN:no-nb_digibok_2016051048054,Til min datter Anne Sofie paa hendes attenaarige fødselsdag den 8de juni 1891,225,226,x,,,dhlab_norn_poem_00314,
URN:NBN:no-nb_digibok_2016051048054,Paa min femtiaarige fødselsdag,226,227,x,,,dhlab_norn_poem_00315,
URN:NBN:no-nb_digibok_2016051048054,Til min kone,227,227,x,,,dhlab_norn_poem_00316,
URN:NBN:no-nb_digibok_2016051048054,Til min datter Sigrid,228,229,x,,,dhlab_norn_poem_00317,
URN:NBN:no-nb_digibok_2016051048054,Til min datter Anne Sofie,229,230,x,,,dhlab_norn_poem_00318,
URN:NBN:no-nb_digibok_2016051048054,Til min datter Thora,230,231,x,,,dhlab_norn_poem_00319,
URN:NBN:no-nb_digibok_2016051048054,Til min søn Sigurd,232,232,,,,dhlab_norn_poem_00320,
URN:NBN:no-nb_digibok_2016051048054,Til min datter Olava,233,234,x,,,dhlab_norn_poem_00321,
URN:NBN:no-nb_digibok_2016051048054,Til en liden pige,234,235,x,,,dhlab_norn_poem_00322,
URN:NBN:no-nb_digibok_2016051048054,Til en ung pige,235,236,x,,,dhlab_norn_poem_00323,
URN:NBN:no-nb_digibok_2016051048054,Ved Ole Fauskes 73-aarige fødselsdag,236,237,x,,,dhlab_norn_poem_00324,
URN:NBN:no-nb_digibok_2016051048054,Faderen til sin søn,237,237,x,,,dhlab_norn_poem_00325,
URN:NBN:no-nb_digibok_2016051048054,Atter til en søn,237,237,x,,,dhlab_norn_poem_00326,
URN:NBN:no-nb_digibok_2016051048054,Til en agronom,237,238,x,,,dhlab_norn_poem_00327,
URN:NBN:no-nb_digibok_2016051048054,Til en ung ven,239,239,x,,,dhlab_norn_poem_00328,
URN:NBN:no-nb_digibok_2016051048054,Til en prædikant,239,240,x,,,dhlab_norn_poem_00329,
URN:NBN:no-nb_digibok_2016051048054,Til en faderløs,240,240,x,,,dhlab_norn_poem_00330,
URN:NBN:no-nb_digibok_2016051048054,Til Erling Sorbøn,240,241,x,,,dhlab_norn_poem_00331,
URN:NBN:no-nb_digibok_2016051048054,Til en jomfru,241,241,x,,,dhlab_norn_poem_00332,
URN:NBN:no-nb_digibok_2016051048054,Til en vantro,242,242,,,,dhlab_norn_poem_00333,
URN:NBN:no-nb_digibok_2016051048054,Til konfirmanterne,243,243,,,,dhlab_norn_poem_00334,
URN:NBN:no-nb_digibok_2016051048054,Den rette bryllupsgjest,244,244,x,,,dhlab_norn_poem_00335,
URN:NBN:no-nb_digibok_2016051048054,Tillykke,244,245,x,,,dhlab_norn_poem_00336,
URN:NBN:no-nb_digibok_2016051048054,Ved et sølvbryllup,245,246,x,,,dhlab_norn_poem_00337,
URN:NBN:no-nb_digibok_2016051048054,Til min kone,246,247,x,,,dhlab_norn_poem_00338,
URN:NBN:no-nb_digibok_2016051048054,Bryllupsønske til en ven,247,248,x,,,dhlab_norn_poem_00339,
URN:NBN:no-nb_digibok_2016051048054,Ægteskabets høie pagt,248,248,x,,,dhlab_norn_poem_00340,
URN:NBN:no-nb_digibok_2016051048054,"Gjør, hvad du gjør, i Jesu navn",249,249,x,,,dhlab_norn_poem_00341,
URN:NBN:no-nb_digibok_2016051048054,Brudeønske,249,250,x,,,dhlab_norn_poem_00342,
URN:NBN:no-nb_digibok_2016051048054,Ved Ole Jokums begravelse den 23de juli 1889,250,251,x,,,dhlab_norn_poem_00343,
URN:NBN:no-nb_digibok_2016051048054,Ved frøken Anne Jukams begravelse den 6te juni 1889,252,252,,,,dhlab_norn_poem_00344,
URN:NBN:no-nb_digibok_2016051048054,Ved pastor Sandbergs begravelse den 19de februar 1891,253,254,x,,"Dikt i to dele. ""Før talen i sørgehuset."" 253–54. ""Efter talen i sørgehuset."" 254",dhlab_norn_poem_00345,
URN:NBN:no-nb_digibok_2016051048054,Frøken Olava Vaagaards mindeblomst,254,255,x,,,dhlab_norn_poem_00346,
URN:NBN:no-nb_digibok_2016051048054,Ved frøken Karoline Wolds begravelse den 12te april 1892,256,257,x,,,dhlab_norn_poem_00347,
URN:NBN:no-nb_digibok_2016051048054,"Ved min svigermoder, Anne Ødegaardens, Begravelse den 14de januar 1891",257,258,x,,,dhlab_norn_poem_00348,
URN:NBN:no-nb_digibok_2016051048054,Tonette Bøens mindekrans,258,259,x,,,dhlab_norn_poem_00349,
URN:NBN:no-nb_digibok_2016051048054,Ved mægler Erik Volds begravelse,259,260,x,,,dhlab_norn_poem_00350,
URN:NBN:no-nb_digibok_2016051048054,Ved Nikoline Volds begravelse den 29de februar 1888,260,261,x,,,dhlab_norn_poem_00351,
URN:NBN:no-nb_digibok_2016051048054,Ved et barns baare,261,262,x,,,dhlab_norn_poem_00352,
URN:NBN:no-nb_digibok_2016051048054,Over en Jesu brud,262,263,x,,,dhlab_norn_poem_00353,
URN:NBN:no-nb_digibok_2016051048054,Farvel til en liden Jesu brud,263,264,x,,,dhlab_norn_poem_00354,
URN:NBN:no-nb_digibok_2016051048054,Farvel,264,265,x,,,dhlab_norn_poem_00355,
URN:NBN:no-nb_digibok_2016051048054,Guds engle smaa,265,266,x,,,dhlab_norn_poem_00356,
URN:NBN:no-nb_digibok_2016051048054,Farvel,266,266,x,,,dhlab_norn_poem_00357,
URN:NBN:no-nb_digibok_2016051048054,Naar kirken aabnes,266,267,x,,,dhlab_norn_poem_00358,
URN:NBN:no-nb_digibok_2016051048054,Naar liget bæres ud,267,267,x,,,dhlab_norn_poem_00359,
URN:NBN:no-nb_digibok_2016051048054,En anden,267,267,x,,,dhlab_norn_poem_00360,
URN:NBN:no-nb_digibok_2016051048054,En tredie,268,268,x,,,dhlab_norn_poem_00361,
URN:NBN:no-nb_digibok_2016051048054,Naar liget bæres ind paa kirkegaarden,268,268,x,,,dhlab_norn_poem_00362,
URN:NBN:no-nb_digibok_2016051048054,Naar kirken sænkes i graven,268,268,x,,,dhlab_norn_poem_00363,
URN:NBN:no-nb_digibok_2016051048054,En anden,269,269,x,,,dhlab_norn_poem_00364,
URN:NBN:no-nb_digibok_2016051048054,Naar graven er tilkastet,269,269,x,,,dhlab_norn_poem_00365,
URN:NBN:no-nb_digibok_2006111701058,Forsvarssang,10,10,,,,dhlab_norn_poem_00366,
URN:NBN:no-nb_digibok_2006111701058,Kristiern 2. farer fra Norge,14,15,,,,dhlab_norn_poem_00367,
URN:NBN:no-nb_digibok_2006111701058,Kjeld Stub,16,19,,,,dhlab_norn_poem_00368,
URN:NBN:no-nb_digibok_2006111701058,Hellig Staffen,20,21,,,,dhlab_norn_poem_00369,
URN:NBN:no-nb_digibok_2006111701058,Trøst i Sorg,22,23,,,,dhlab_norn_poem_00370,
URN:NBN:no-nb_digibok_2006111701058,Gyldenløve og den norske Bjørn,24,25,,,,dhlab_norn_poem_00371,
URN:NBN:no-nb_digibok_2006111701058,Provst Bagges Bøn,26,28,,,,dhlab_norn_poem_00372,
URN:NBN:no-nb_digibok_2006111701058,Olof Ramm og Jemterne,29,31,,,,dhlab_norn_poem_00373,
URN:NBN:no-nb_digibok_2006111701058,Et Folketog,32,35,,,,dhlab_norn_poem_00374,
URN:NBN:no-nb_digibok_2006111701058,Griffenfeldt paa Munkholmen,36,37,,,,dhlab_norn_poem_00375,
URN:NBN:no-nb_digibok_2006111701058,Tønne Huitfeldt,38,40,,,,dhlab_norn_poem_00376,
URN:NBN:no-nb_digibok_2006111701058,Klokkeren paa Id,41,42,,,,dhlab_norn_poem_00377,
URN:NBN:no-nb_digibok_2006111701058,Peter Olssøn Nordmand,43,45,,,,dhlab_norn_poem_00378,
URN:NBN:no-nb_digibok_2006111701058,Den norske Hær,46,48,,,,dhlab_norn_poem_00379,
URN:NBN:no-nb_digibok_2006111701058,Iver Huitfeldt,49,50,,,,dhlab_norn_poem_00380,
URN:NBN:no-nb_digibok_2006111701058,Haldens Brand,51,52,,,,dhlab_norn_poem_00381,
URN:NBN:no-nb_digibok_2006111701058,Oberst Kruse og Tolvte Karl,53,56,,,,dhlab_norn_poem_00382,
URN:NBN:no-nb_digibok_2006111701058,Gamle Koss,57,59,,,,dhlab_norn_poem_00383,
URN:NBN:no-nb_digibok_2006111701058,Koss med Liget,60,61,,,,dhlab_norn_poem_00384,
URN:NBN:no-nb_digibok_2006111701058,Tordenskjold i Dynekilen,62,64,,,,dhlab_norn_poem_00385,
URN:NBN:no-nb_digibok_2006111701058,Hans Kolbjørnsen,65,66,,,,dhlab_norn_poem_00386,
URN:NBN:no-nb_digibok_2006111701058,Armfelt paa Tydalsfjeldene,67,70,,,,dhlab_norn_poem_00387,
URN:NBN:no-nb_digibok_2009041603022,Fra Rhinen,12,18,,,"Dikt i flere deler: 1. ""Der var engang"" 12–13, 2. ""Andernach"" 14–16, 3. ""Hilsen til Rhinen"" 16–18",dhlab_norn_poem_00388,
URN:NBN:no-nb_digibok_2009041603022,Sommerkveld i Steiermark,19,23,,,"""Marionettheatret"". 19–20, ""St. Nepomuk"". 20–22, ""Tys! Nu stanser Møllehjulet!"" 22–23",dhlab_norn_poem_00389,
URN:NBN:no-nb_digibok_2009041603022,Wartburg,24,37,,,"""Jagtsang"" 24–25, ""Ballade"" 25–28, ""Sangerkampen"" 28–30, ""Saa dunkles det i Dale"" 31–32, ""Martin Luther"" 33–34, ""Studentermarsch"" 34–36, ""Wartburg! Wartburg!"" 36–37. ",dhlab_norn_poem_00390,
URN:NBN:no-nb_digibok_2009041603022,Fyrst Bismarck Ved hans Afgang 20de Mars 1890,38,40,,,,dhlab_norn_poem_00391,
URN:NBN:no-nb_digibok_2009041603022,Nürnberg (En Fantasi),41,48,,,,dhlab_norn_poem_00392,
URN:NBN:no-nb_digibok_2009041603022,Fyrst Bismarck. Ved hans 80-aarige Fødselsdag 1. April 1895,49,50,,,,dhlab_norn_poem_00393,
URN:NBN:no-nb_digibok_2009041603022,Til Fædrelandet,51,55,,,,dhlab_norn_poem_00394,
URN:NBN:no-nb_digibok_2009041603022,Norsk Studentermarsch,56,57,,,,dhlab_norn_poem_00395,
URN:NBN:no-nb_digibok_2009041603022,Hilsen til Akershus,58,60,,,,dhlab_norn_poem_00396,
URN:NBN:no-nb_digibok_2009041603022,Unionssang,61,62,,,,dhlab_norn_poem_00397,
URN:NBN:no-nb_digibok_2009041603022,Vinternat,63,64,,,,dhlab_norn_poem_00398,
URN:NBN:no-nb_digibok_2009041603022,Vinterbillede,65,67,,,,dhlab_norn_poem_00399,
URN:NBN:no-nb_digibok_2009041603022,Stjerneskud,68,69,,,,dhlab_norn_poem_00400,
URN:NBN:no-nb_digibok_2009041603022,April,70,72,,,,dhlab_norn_poem_00401,
URN:NBN:no-nb_digibok_2009041603022,"""Og nu staar Bjerken i Brudeslør!""",73,73,,,,dhlab_norn_poem_00402,
URN:NBN:no-nb_digibok_2009041603022,Kløvreng,74,75,,,,dhlab_norn_poem_00403,
URN:NBN:no-nb_digibok_2009041603022,Gamle Minder,76,78,,,,dhlab_norn_poem_00404,
URN:NBN:no-nb_digibok_2009041603022,Julenat,82,83,,,,dhlab_norn_poem_00405,
URN:NBN:no-nb_digibok_2009041603022,Julehymne,84,86,,,,dhlab_norn_poem_00406,
URN:NBN:no-nb_digibok_2009041603022,Østens Vise,87,91,,,,dhlab_norn_poem_00407,
URN:NBN:no-nb_digibok_2009041603022,Ved Aarsskiftet,92,94,,,,dhlab_norn_poem_00408,
URN:NBN:no-nb_digibok_2009041603022,Nytaarskveld,95,96,,,,dhlab_norn_poem_00409,
URN:NBN:no-nb_digibok_2009041603022,Jesus i Getsemane,97,99,,,,dhlab_norn_poem_00410,
URN:NBN:no-nb_digibok_2009041603022,Ved min Far Professor C. P. Casparis Død,100,102,,,,dhlab_norn_poem_00411,
URN:NBN:no-nb_digibok_2009041603022,Ved Fru Professorinde Gisle Johnsons Baare,103,105,,,,dhlab_norn_poem_00412,
URN:NBN:no-nb_digibok_2009041603022,Kantate,108,112,,,,dhlab_norn_poem_00413,
URN:NBN:no-nb_digibok_2009041603022,Til Jonas Lie,113,115,,,,dhlab_norn_poem_00414,
URN:NBN:no-nb_digibok_2009041603022,Ved 25 Aars Studenternes Jubilæum 1895,116,118,,,,dhlab_norn_poem_00415,
URN:NBN:no-nb_digibok_2009041603022,Fridtjof Nansen. Ved Tilbagekomsten fra Polarfærden 1896,119,120,,,,dhlab_norn_poem_00416,
URN:NBN:no-nb_digibok_2009041603022,Oscar 2. (Ved 25 Aars Jubilæet 1897.),121,124,,,,dhlab_norn_poem_00417,
URN:NBN:no-nb_digibok_2009041603022,Til Henrik Ibsen. Ved Festen i Anledning af hans 70-aarige Fødselsdag 1898,125,127,,,,dhlab_norn_poem_00418,
URN:NBN:no-nb_digibok_2009041603022,Til Henrik Ibsen. Prolog ved Bergens nationale Scenes Festforestilling 20 Mars 1898,128,131,,,,dhlab_norn_poem_00419,
URN:NBN:no-nb_digibok_2009041603022,Professor Dr. Sophus Lie. Ved Universitetets Mindefets 20 April 1899,132,135,,,"""Før talen"" 132–134, ""Efter Talen"" 134–135",dhlab_norn_poem_00420,
URN:NBN:no-nb_digibok_2009041603022,Ved Afsløringen af et Monument paa Hartvig Lassens Grav,136,138,,,,dhlab_norn_poem_00421,
URN:NBN:no-nb_digibok_2009012803007,Indledningsdikt,10,11,,,,dhlab_norn_poem_00422,
URN:NBN:no-nb_digibok_2009012803007,Sjugur,16,23,,,,dhlab_norn_poem_00423,
URN:NBN:no-nb_digibok_2009012803007,Dronningen af Saba,24,29,,,,dhlab_norn_poem_00424,
URN:NBN:no-nb_digibok_2009012803007,Vaarnat,30,31,,,,dhlab_norn_poem_00425,
URN:NBN:no-nb_digibok_2009012803007,Aprilsnar,32,34,,,,dhlab_norn_poem_00426,
URN:NBN:no-nb_digibok_2009012803007,"""Moser, I vakre, vilde""",35,36,,,,dhlab_norn_poem_00427,
URN:NBN:no-nb_digibok_2009012803007,"""Firkanten""",37,41,,,,dhlab_norn_poem_00428,
URN:NBN:no-nb_digibok_2009012803007,Gladiatorkampe,42,44,,,,dhlab_norn_poem_00429,
URN:NBN:no-nb_digibok_2009012803007,Midtsommernat,45,46,,,,dhlab_norn_poem_00430,
URN:NBN:no-nb_digibok_2009012803007,Stille Messe,47,49,,,,dhlab_norn_poem_00431,
URN:NBN:no-nb_digibok_2009012803007,Fastelavnsløier,50,53,,,,dhlab_norn_poem_00432,
URN:NBN:no-nb_digibok_2009012803007,Sir John Tottenbroom,56,60,,,,dhlab_norn_poem_00433,
URN:NBN:no-nb_digibok_2009012803007,Elvens Aand,61,67,,,,dhlab_norn_poem_00434,
URN:NBN:no-nb_digibok_2009012803007,Hvad Stæren fortalte,68,74,,,,dhlab_norn_poem_00435,
URN:NBN:no-nb_digibok_2009012803007,Per Spillemand,75,78,,,,dhlab_norn_poem_00436,
URN:NBN:no-nb_digibok_2009012803007,Heiloen,79,80,,,,dhlab_norn_poem_00437,
URN:NBN:no-nb_digibok_2009012803007,Kongemausolæ,81,90,,,,dhlab_norn_poem_00438,
URN:NBN:no-nb_digibok_2009012803007,Nils Vadsenden og Sjøormen,91,96,,,,dhlab_norn_poem_00439,
URN:NBN:no-nb_digibok_2009012803007,Skogenes Sjæl,97,99,,,,dhlab_norn_poem_00440,
URN:NBN:no-nb_digibok_2009012803007,Troldtinderne,100,111,,,,dhlab_norn_poem_00441,
URN:NBN:no-nb_digibok_2009012803007,Morild,112,113,,,,dhlab_norn_poem_00442,
URN:NBN:no-nb_digibok_2009012803007,Sang uden Ord,114,115,,,,dhlab_norn_poem_00443,
URN:NBN:no-nb_digibok_2009012803007,Bestikkelse,116,116,,,,dhlab_norn_poem_00444,
URN:NBN:no-nb_digibok_2009012803007,"Med ""Den flyvende Hollænder""",117,122,,,,dhlab_norn_poem_00445,
URN:NBN:no-nb_digibok_2009012803007,"""Tælle Stjerner""",123,125,,,,dhlab_norn_poem_00446,
URN:NBN:no-nb_digibok_2009012803007,"""Fata Morgana""",126,130,,,,dhlab_norn_poem_00447,
URN:NBN:no-nb_digibok_2009012803007,"""Ligkaravanen""",131,134,,,,dhlab_norn_poem_00448,
URN:NBN:no-nb_digibok_2009012803007,Over Melkeveien,135,138,,,,dhlab_norn_poem_00449,
URN:NBN:no-nb_digibok_2009012803007,Havblik,139,142,,,,dhlab_norn_poem_00450,
URN:NBN:no-nb_digibok_2009012803007,Sjælevandring,143,144,,,,dhlab_norn_poem_00451,
URN:NBN:no-nb_digibok_2009012803007,Gjensyn,145,146,,,,dhlab_norn_poem_00452,
URN:NBN:no-nb_digibok_2009012803007,Rimblomster,147,152,,,,dhlab_norn_poem_00453,
URN:NBN:no-nb_digibok_2009012803007,"""Lyse Øieblikke""",152,153,x,,NB. To dikte på én side.,dhlab_norn_poem_00454,
URN:NBN:no-nb_digibok_2009012803007,Mislykket Mission,154,155,,,,dhlab_norn_poem_00455,
URN:NBN:no-nb_digibok_2009012803007,"""Sju Skogfald""",156,159,,,,dhlab_norn_poem_00456,
URN:NBN:no-nb_digibok_2009012803007,Borte!,160,161,,,,dhlab_norn_poem_00457,
URN:NBN:no-nb_digibok_2009021803045,Ouverture (Solnedgang),8,11,,,,dhlab_norn_poem_00458,
URN:NBN:no-nb_digibok_2009021803045,Slotte,12,13,,,,dhlab_norn_poem_00459,
URN:NBN:no-nb_digibok_2009021803045,Aften,14,15,,,,dhlab_norn_poem_00460,
URN:NBN:no-nb_digibok_2009021803045,Nocturne,16,18,,,,dhlab_norn_poem_00461,
URN:NBN:no-nb_digibok_2009021803045,"Ja, jeg elsker dig!",19,20,,,,dhlab_norn_poem_00462,
URN:NBN:no-nb_digibok_2009021803045,Marine,21,21,,,,dhlab_norn_poem_00463,
URN:NBN:no-nb_digibok_2009021803045,Høst,22,22,,,,dhlab_norn_poem_00464,
URN:NBN:no-nb_digibok_2009021803045,"Elskte, jeg drømte",23,24,,,,dhlab_norn_poem_00465,
URN:NBN:no-nb_digibok_2009021803045,Vidunderlige rose!,25,26,,,,dhlab_norn_poem_00466,
URN:NBN:no-nb_digibok_2009021803045,I en ensom stund,27,28,,,,dhlab_norn_poem_00467,
URN:NBN:no-nb_digibok_2009021803045,Høststemning,29,32,,,,dhlab_norn_poem_00468,
URN:NBN:no-nb_digibok_2009021803045,Forbi!,33,33,,,,dhlab_norn_poem_00469,
URN:NBN:no-nb_digibok_2009021803045,Lav mig en luftballon!,34,35,,,,dhlab_norn_poem_00470,
URN:NBN:no-nb_digibok_2009021803045,Jubel,36,37,,,,dhlab_norn_poem_00471,
URN:NBN:no-nb_digibok_2009021803045,Idyl,38,38,,,,dhlab_norn_poem_00472,
URN:NBN:no-nb_digibok_2009021803045,Nat,39,41,,,,dhlab_norn_poem_00473,
URN:NBN:no-nb_digibok_2009021803045,Beethoven,42,43,,,,dhlab_norn_poem_00474,
URN:NBN:no-nb_digibok_2009021803045,Elskov,44,45,,,,dhlab_norn_poem_00475,
URN:NBN:no-nb_digibok_2009021803045,Vinter,46,47,,,,dhlab_norn_poem_00476,
URN:NBN:no-nb_digibok_2009021803045,Dagmar,48,48,,,,dhlab_norn_poem_00477,
URN:NBN:no-nb_digibok_2009021803045,Taaren,49,49,,,,dhlab_norn_poem_00478,
URN:NBN:no-nb_digibok_2009021803045,Langt bag de sorte bjerge,50,50,,,,dhlab_norn_poem_00479,
URN:NBN:no-nb_digibok_2009021803045,Til –,51,51,,,,dhlab_norn_poem_00480,
URN:NBN:no-nb_digibok_2009021803045,Novembernat,52,53,,,,dhlab_norn_poem_00481,
URN:NBN:no-nb_digibok_2009021803045,Naar stjernerne svømmer,54,56,,,,dhlab_norn_poem_00482,
URN:NBN:no-nb_digibok_2009021803045,Den store klokke,57,60,,,,dhlab_norn_poem_00483,
URN:NBN:no-nb_digibok_2009021803045,Vise,61,61,,,,dhlab_norn_poem_00484,
URN:NBN:no-nb_digibok_2009021803045,Galgenhumor,62,63,,,,dhlab_norn_poem_00485,
URN:NBN:no-nb_digibok_2009021803045,Midsommernat,64,65,,,,dhlab_norn_poem_00486,
URN:NBN:no-nb_digibok_2009021803045,Til solen,66,67,,,,dhlab_norn_poem_00487,
URN:NBN:no-nb_digibok_2009021803045,Dommen,68,69,,,,dhlab_norn_poem_00488,
URN:NBN:no-nb_digibok_2009021803045,Bergtagen,70,70,,,,dhlab_norn_poem_00489,
URN:NBN:no-nb_digibok_2009021803045,Myser jeg med øiet bare,71,71,,,,dhlab_norn_poem_00490,
URN:NBN:no-nb_digibok_2009021803045,Under gildet,72,73,,,,dhlab_norn_poem_00491,
URN:NBN:no-nb_digibok_2009021803045,Kval,74,74,,,,dhlab_norn_poem_00492,
URN:NBN:no-nb_digibok_2009021803045,Elegi,75,76,,,,dhlab_norn_poem_00493,
URN:NBN:no-nb_digibok_2009021803045,I ørknen,77,78,,,,dhlab_norn_poem_00494,
URN:NBN:no-nb_digibok_2009021803045,Besat,79,80,,,,dhlab_norn_poem_00495,
URN:NBN:no-nb_digibok_2009021803045,Min sidste vin,81,82,,,,dhlab_norn_poem_00496,
URN:NBN:no-nb_digibok_2009021803045,Der ligger et barn,83,83,,,,dhlab_norn_poem_00497,
URN:NBN:no-nb_digibok_2009021803045,Synd,84,85,,,,dhlab_norn_poem_00498,
URN:NBN:no-nb_digibok_2009021803045,Mig fristed –,86,87,,,,dhlab_norn_poem_00499,
URN:NBN:no-nb_digibok_2009021803045,"Herre, tænd dine stjerner!",88,89,,,,dhlab_norn_poem_00500,
